CodeSite_SamplingOperations,Longitude_Lambert93,Latitude_Lambert93,Watershed,CodeDepartement,HERlvl1Code,HERlvl1Name,HERlvl2Code,HERlvl2Name,Altitude,Streamsize
S04402001,774337.4,6437242.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,47,MC-Depression du Puy,0.0,TP
S04402002,777658.2,6440124.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,47,MC-Depression du Puy,0.0,TP
S06341510,843233.0,6358336.0,Rhône-Méditerranée,26,6,MEDITERRANEEN,105,Plaine mediterraneenne,75.0,TP
S04002200,772712.4,6451447.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,47,MC-Depression du Puy,0.0,G
S03182406,551141.0,6906592.0,Seine-Normandie,27,9,TABLES CALCAIRES,57,TC - Hte Normandie Picardie,102.0,P
S04100000,457339.4,6655166.0,Loire-Bretagne,79,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,M
S04152000,328070.2,6637584.0,Loire-Bretagne,85,12,ARMORICAIN,58,MA-sud interieur,0.0,M
S05236960,326298.0,6262070.0,Adour-Garonne,64,14,COTEAUX AQUITAINS,69,Bordure Pyr?n?enne atlantique,9.0,P
S04096665,535321.54,6631822.25,Loire-Bretagne,86,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,G
S04027920,728601.0,6473218.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,43,MC-Depressions internes,0.0,TP
S05151978,540948.0,6326440.0,Adour-Garonne,82,14,COTEAUX AQUITAINS,78,Coteaux molassiques Centre Aquitaine,86.0,TP
S05159260,561706.0,6281880.0,Adour-Garonne,31,14,COTEAUX AQUITAINS,78,Coteaux molassiques Centre Aquitaine,156.0,TP
S04003270,792514.4,6451990.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,50,Hautes Terres Granitiques orientales,0.0,M
S04002920,796135.8,6432200.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,49,Hautes Terres Volcaniques orientales,0.0,P
S03153710,718985.08,6919476.68,Seine-Normandie,02,9,TABLES CALCAIRES,36,BP-Ile de France,51.0,TP
S03133040,700317.39,6937055.67,Seine-Normandie,60,9,TABLES CALCAIRES,36,BP-Ile de France,46.0,TP
S03116398,738228.0,6848949.0,Seine-Normandie,51,9,TABLES CALCAIRES,36,BP-Ile de France,142.0,TP
S03116680,733421.0,6853549.0,Seine-Normandie,51,9,TABLES CALCAIRES,36,BP-Ile de France,134.0,TP
S03113495,735376.83,6862888.3,Seine-Normandie,51,9,TABLES CALCAIRES,36,BP-Ile de France,115.0,TP
S05111040,488078.0,6230110.0,Adour-Garonne,65,14,COTEAUX AQUITAINS,78,Coteaux molassiques Centre Aquitaine,507.0,TP
S04213000,337719.93,6755372.24,Loire-Bretagne,35,12,ARMORICAIN,117,MA-est interieur,0.0,G
S04016500,780716.4,6584753.33,Loire-Bretagne,71,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,M
S04204300,360696.7,6790090.0,Loire-Bretagne,35,12,ARMORICAIN,117,MA-est interieur,0.0,M
S05157200,579570.0,6276520.0,Adour-Garonne,31,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,141.0,TP
S05002800,415879.0,6552840.0,Adour-Garonne,17,9,TABLES CALCAIRES,97,TC - Charentes Poitou,5.0,TP
S05125150,633604.0,6351760.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,486.0,TP
S03085651,867605.0,6755178.0,Seine-Normandie,52,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,361.0,TP
S04015400,768240.41,6572763.84,Loire-Bretagne,42,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,P
S04015600,775924.1,6584820.0,Loire-Bretagne,03,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,G
S04014096,784795.4,6550460.9,Loire-Bretagne,42,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,TP
S05004100,428745.0,6546580.0,Adour-Garonne,17,9,TABLES CALCAIRES,97,TC - Charentes Poitou,28.0,TP
S05117110,528485.0,6336920.0,Adour-Garonne,82,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,65.0,
S04096340,558373.0,6608689.0,Loire-Bretagne,36,20,DEPOTS ARGILO SABLEUX,42,Epandages eluviaux,0.0,TP
S05125540,668817.0,6340630.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,659.0,TP
S05033650,506864.0,6471030.0,Adour-Garonne,24,11,CAUSSES AQUITAINS,64,Collines Calcaires de Dordogne (cahors),86.0,TP
S05031120,466884.0,6472680.0,Adour-Garonne,16,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,61.0,TP
S02054300,952833.0,6805726.0,Rhin-Meuse,88,10,COTES CALCAIRES EST,25,Plateau lorrain,289.0,P
S03213830,566343.0,6979362.0,Seine-Normandie,76,9,TABLES CALCAIRES,57,TC - Hte Normandie Picardie,3.0,P
S04082700,488678.0,6592157.68,Loire-Bretagne,86,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,M
S04522003,465540.3,6603475.0,Loire-Bretagne,79,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,P
S05155820,535474.0,6268540.0,Adour-Garonne,32,14,COTEAUX AQUITAINS,78,Coteaux molassiques Centre Aquitaine,160.0,P
S06179665,676643.0,6223259.0,Rhône-Méditerranée,11,6,MEDITERRANEEN,105,Plaine mediterraneenne,80.0,TP
S04417019,756719.2,6655837.0,Loire-Bretagne,58,10,COTES CALCAIRES EST,51,Bazois Auxois,0.0,TP
S05091725,641869.0,6398240.0,Adour-Garonne,15,3,MASSIF CENTRAL SUD,93,MC versant occidental,299.0,TP
S03007383,790789.0,6781262.0,Seine-Normandie,10,9,TABLES CALCAIRES,40,Champagne humide,140.0,TP
S03090380,844122.0,6814126.0,Seine-Normandie,52,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,198.0,P
S03102000,838632.0,6857163.0,Seine-Normandie,51,9,TABLES CALCAIRES,40,Champagne humide,125.0,P
S04105620,567073.04,6800043.56,Loire-Bretagne,28,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TP
S04105700,582334.12,6784621.51,Loire-Bretagne,28,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,M
S04097900,487951.0,6678316.0,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TG
S05234003,473278.0,6257240.0,Adour-Garonne,32,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,179.0,TP
S03194540,541425.08,6841047.96,Seine-Normandie,28,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,209.0,TP
S05145440,705960.0,6314550.0,Adour-Garonne,12,19,GRANDS CAUSSES,113,Grands Causses,556.0,TP
S05163860,572528.0,6268010.0,Adour-Garonne,31,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,160.0,TP
S04082205,519267.89,6568462.76,Loire-Bretagne,86,20,DEPOTS ARGILO SABLEUX,42,Epandages eluviaux,0.0,TP
S03112769,739622.92,6875336.9,Seine-Normandie,02,9,TABLES CALCAIRES,36,BP-Ile de France,107.0,TP
S03247475,417115.0,6916372.0,Seine-Normandie,14,9,TABLES CALCAIRES,37,Cotentin est,7.0,TP
S04015880,798821.0,6594650.0,Loire-Bretagne,71,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,0.0,P
S04146670,358460.9,6702845.0,Loire-Bretagne,44,12,ARMORICAIN,58,MA-sud interieur,0.0,M
S04029450,718389.0,6486162.0,Loire-Bretagne,63,3,MASSIF CENTRAL SUD,43,MC-Depressions internes,0.0,TP
S03036800,795395.07,6715216.9,Seine-Normandie,21,10,COTES CALCAIRES EST,51,Bazois Auxois,226.0,TP
S05120016,583810.0,6342550.0,Adour-Garonne,82,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,111.0,TP
S03036361,814811.02,6692029.81,Seine-Normandie,21,10,COTES CALCAIRES EST,51,Bazois Auxois,360.0,TP
S03036490,804678.74,6699840.33,Seine-Normandie,21,10,COTES CALCAIRES EST,51,Bazois Auxois,313.0,TP
S03036496,805209.79,6699524.83,Seine-Normandie,21,10,COTES CALCAIRES EST,51,Bazois Auxois,325.0,TP
S05096360,683974.0,6421820.0,Adour-Garonne,15,3,MASSIF CENTRAL SUD,91,Hautes Terres Volcaniques humides,714.0,TP
S05126060,623915.0,6361710.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,267.0,TP
S06179652,688232.0,6237854.0,Rhône-Méditerranée,11,6,MEDITERRANEEN,105,Plaine mediterraneenne,20.0,TG
S05102150,741956.0,6381400.0,Adour-Garonne,48,19,GRANDS CAUSSES,113,Grands Causses,733.0,P
S06114820,769124.0,6375479.0,Rhône-Méditerranée,48,8,CEVENNES,70,Haute Loire Cevenole,699.0,TP
S04086500,515205.3,6658880.0,Loire-Bretagne,86,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,G
S04172180,244820.7,6869399.0,Loire-Bretagne,22,12,ARMORICAIN,118,MA-cotes du nord,0.0,TP
S06195110,900057.0,6271143.0,Rhône-Méditerranée,13,6,MEDITERRANEEN,56,Collines de Basse Provence,147.0,P
S04134900,395470.9,6687423.0,Loire-Bretagne,49,12,ARMORICAIN,58,MA-sud interieur,0.0,M
S04140000,390793.23,6664682.27,Loire-Bretagne,85,12,ARMORICAIN,58,MA-sud interieur,0.0,M
S04190780,243830.2,6812796.0,Loire-Bretagne,22,12,ARMORICAIN,59,MA-ouest,0.0,P
S05211650,413914.0,6247210.0,Adour-Garonne,64,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,217.0,TP
S05234014,476694.0,6227270.0,Adour-Garonne,65,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,309.0,TP
S06069750,953348.0,6538176.0,Rhône-Méditerranée,74,5,JURA-PREALPES DU NORD,79,Massifs Calcaires Chartreuse Aravis,558.0,M
S04097100,521276.17,6658340.03,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,P
S04099650,460092.6,6636828.0,Loire-Bretagne,79,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,TP
S04074200,578775.1,6646080.0,Loire-Bretagne,36,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,M
S03250797,402846.0,6885237.0,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,35.0,TP
S05218250,448730.0,6211270.0,Adour-Garonne,65,1,PYRENEES,96,Pyrenees Etage montagnard,514.0,TP
S04088500,601979.7,6581535.0,Loire-Bretagne,23,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,TP
S03041975,763208.0,6768238.0,Seine-Normandie,89,9,TABLES CALCAIRES,40,Champagne humide,108.0,TP
S06179300,655974.0,6233469.0,Rhône-Méditerranée,11,6,MEDITERRANEEN,105,Plaine mediterraneenne,77.0,TG
S06179410,667421.0,6233329.0,Rhône-Méditerranée,11,6,MEDITERRANEEN,105,Plaine mediterraneenne,60.0,TG
S04611010,566477.0,6758648.0,Loire-Bretagne,41,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,M
S06118140,868007.0,6379853.0,Rhône-Méditerranée,26,7,PREALPES DU SUD,14,Prealpes dromoises Baronnies,474.0,P
S04635011,411287.0,6775854.0,Loire-Bretagne,53,12,ARMORICAIN,117,MA-est interieur,0.0,P
S03277173,759501.0,6922628.0,Seine-Normandie,02,9,TABLES CALCAIRES,38,TC-aureole cretace,50.0,G
S03132095,720632.0,6946905.0,Seine-Normandie,02,9,TABLES CALCAIRES,36,BP-Ile de France,42.0,TP
S06198501,914675.0,6247230.0,Rhône-Méditerranée,13,6,MEDITERRANEEN,112,Collines calcaires de basse provence,180.0,TP
S06198503,910119.0,6247240.0,Rhône-Méditerranée,13,6,MEDITERRANEEN,112,Collines calcaires de basse provence,110.0,TP
S03156438,862101.4,6884576.68,Seine-Normandie,55,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,263.0,TP
S03051395,686677.0,6830464.0,Seine-Normandie,77,9,TABLES CALCAIRES,36,BP-Ile de France,79.0,TP
S03012100,730766.0,6818774.0,Seine-Normandie,10,9,TABLES CALCAIRES,38,TC-aureole cretace,59.0,G
S03013705,708414.46,6815994.53,Seine-Normandie,77,9,TABLES CALCAIRES,38,TC-aureole cretace,63.0,TP
S03013740,707094.0,6813710.0,Seine-Normandie,77,9,TABLES CALCAIRES,38,TC-aureole cretace,55.0,TP
S06040730,828126.0,6607522.0,Rhône-Méditerranée,71,15,PLAINE SAONE,81,Plaine de Bourgogne,202.0,P
S03160360,773870.0,6901385.0,Seine-Normandie,51,9,TABLES CALCAIRES,38,TC-aureole cretace,89.0,TP
S04022300,751998.3,6569735.0,Loire-Bretagne,03,21,MASSIF CENTRAL NORD,48,Montagne bourbonnaise,0.0,TP
S05011722,460734.0,6483510.0,Adour-Garonne,16,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,78.0,TP
S05025055,407778.0,6504790.0,Adour-Garonne,17,9,TABLES CALCAIRES,97,TC - Charentes Poitou,20.0,TP
S04015390,780458.5,6578113.0,Loire-Bretagne,71,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,TP
S03161145,756231.0,6913055.0,Seine-Normandie,51,9,TABLES CALCAIRES,36,BP-Ile de France,68.0,TP
S03149742,781819.0,6933714.0,Seine-Normandie,08,9,TABLES CALCAIRES,38,TC-aureole cretace,67.0,TP
S03044880,736428.45,6787997.75,Seine-Normandie,89,9,TABLES CALCAIRES,38,TC-aureole cretace,106.0,TP
S03019795,779090.0,6829231.0,Seine-Normandie,10,9,TABLES CALCAIRES,38,TC-aureole cretace,85.0,P
S03030163,718557.96,6786429.56,Seine-Normandie,89,9,TABLES CALCAIRES,38,TC-aureole cretace,87.0,TP
S04107500,557181.03,6746232.53,Loire-Bretagne,41,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TP
S04153100,338695.3,6619600.0,Loire-Bretagne,85,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S03007023,804325.01,6776835.01,Seine-Normandie,10,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,163.0,M
S03138728,642594.65,6887769.0,Seine-Normandie,95,9,TABLES CALCAIRES,36,BP-Ile de France,35.0,TP
S04153675,402165.0,6629645.0,Loire-Bretagne,85,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S06175288,682717.0,6210474.0,Rhône-Méditerranée,11,6,MEDITERRANEEN,105,Plaine mediterraneenne,110.0,TP
S03133000,697820.0,6937303.0,Seine-Normandie,60,9,TABLES CALCAIRES,36,BP-Ile de France,36.0,G
S05120015,587790.0,6345340.0,Adour-Garonne,82,11,CAUSSES AQUITAINS,65,Causses du Quercy,138.0,TP
S05114800,510610.0,6304360.0,Adour-Garonne,32,14,COTEAUX AQUITAINS,78,Coteaux molassiques Centre Aquitaine,100.0,TP
S03143887,769729.99,6958114.42,Seine-Normandie,02,9,TABLES CALCAIRES,38,TC-aureole cretace,105.0,TP
S05022250,489754.0,6536190.0,Adour-Garonne,16,9,TABLES CALCAIRES,97,TC - Charentes Poitou,73.0,TP
S06175275,680111.0,6209915.0,Rhône-Méditerranée,11,6,MEDITERRANEEN,105,Plaine mediterraneenne,154.0,TP
S06175286,682161.0,6209184.0,Rhône-Méditerranée,11,6,MEDITERRANEEN,105,Plaine mediterraneenne,123.0,TP
S05075200,431560.0,6407610.0,Adour-Garonne,33,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,9.0,TP
S03105305,770848.62,6883099.2,Seine-Normandie,51,9,TABLES CALCAIRES,36,BP-Ile de France,71.0,G
S04143000,380788.0,6674898.0,Loire-Bretagne,44,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S04158950,458266.26,6595237.23,Loire-Bretagne,79,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,TP
S05218980,367513.0,6291900.0,Adour-Garonne,40,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,5.0,TP
S03161695,749461.0,6908924.0,Seine-Normandie,51,9,TABLES CALCAIRES,36,BP-Ile de France,72.0,TP
S06128750,772329.0,6328003.0,Rhône-Méditerranée,30,6,MEDITERRANEEN,104,Garrigues sub cevenoles,198.0,TP
S04147200,356510.0,6689030.0,Loire-Bretagne,44,12,ARMORICAIN,58,MA-sud interieur,0.0,M
S04148250,344069.6,6680828.0,Loire-Bretagne,44,12,ARMORICAIN,58,MA-sud interieur,0.0,
S06128220,791109.0,6326687.0,Rhône-Méditerranée,30,6,MEDITERRANEEN,105,Plaine mediterraneenne,89.0,M
S06129930,830042.0,6306709.0,Rhône-Méditerranée,30,6,MEDITERRANEEN,105,Plaine mediterraneenne,3.0,M
S04137695,431354.21,6620344.57,Loire-Bretagne,79,12,ARMORICAIN,58,MA-sud interieur,0.0,M
S03044917,733748.11,6787884.15,Seine-Normandie,89,9,TABLES CALCAIRES,38,TC-aureole cretace,88.0,TP
S03254080,368810.06,6932313.78,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,0.0,TP
S04108285,534328.4,6773403.0,Loire-Bretagne,72,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,P
S04159250,453206.0,6598461.0,Loire-Bretagne,79,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,P
S05102030,739978.0,6375540.0,Adour-Garonne,48,19,GRANDS CAUSSES,113,Grands Causses,718.0,TP
S05153980,516243.0,6260780.0,Adour-Garonne,32,14,COTEAUX AQUITAINS,78,Coteaux molassiques Centre Aquitaine,205.0,P
S06466950,926699.0,6667770.0,Rhône-Méditerranée,25,5,JURA-PREALPES DU NORD,2,Jura premier plateau,294.0,TP
S06139400,957150.0,6479969.0,Rhône-Méditerranée,73,2,ALPES INTERNES,101,Massif Beaufortain Belledonne,430.0,G
S03093572,875643.0,6784018.0,Seine-Normandie,52,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,318.0,P
S05154280,559149.0,6320600.0,Adour-Garonne,82,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,104.0,
S04522007,487014.9,6598229.0,Loire-Bretagne,86,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,TP
S04606001,446469.0,6771456.0,Loire-Bretagne,53,12,ARMORICAIN,117,MA-est interieur,0.0,P
S06068400,916727.0,6551178.0,Rhône-Méditerranée,01,5,JURA-PREALPES DU NORD,76,Piedmont Alpes Jura,360.0,TP
S03034961,779226.0,6717234.0,Seine-Normandie,89,10,COTES CALCAIRES EST,51,Bazois Auxois,200.0,TP
S04166885,306652.7,6822842.0,Loire-Bretagne,22,12,ARMORICAIN,118,MA-cotes du nord,0.0,TP
S06081550,876977.0,6497357.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,321.0,TP
S06195180,880224.0,6274443.0,Rhône-Méditerranée,13,6,MEDITERRANEEN,56,Collines de Basse Provence,41.0,P
S06113245,918719.0,6466313.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,79,Massifs Calcaires Chartreuse Aravis,1020.0,P
S05149600,717862.0,6346850.0,Adour-Garonne,12,19,GRANDS CAUSSES,113,Grands Causses,398.0,M
S06180100,700291.0,6236564.0,Rhône-Méditerranée,11,6,MEDITERRANEEN,105,Plaine mediterraneenne,11.0,P
S06180800,703419.0,6238070.0,Rhône-Méditerranée,11,6,MEDITERRANEEN,105,Plaine mediterraneenne,6.0,TG
S06180925,717120.0,6236425.0,Rhône-Méditerranée,11,6,MEDITERRANEEN,105,Plaine mediterraneenne,2.0,TG
S03149487,793808.0,6938372.0,Seine-Normandie,08,9,TABLES CALCAIRES,38,TC-aureole cretace,81.0,P
S06167520,662423.0,6145740.0,Rhône-Méditerranée,66,1,PYRENEES,24,Pyrenees orientales,529.0,TP
S03223200,521063.0,6882342.0,Seine-Normandie,27,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,133.0,P
S05095120,657487.0,6375150.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,280.0,TP
S03055369,725056.97,6733927.85,Seine-Normandie,89,9,TABLES CALCAIRES,40,Champagne humide,198.0,P
S06043900,874797.0,6595581.0,Rhône-Méditerranée,01,15,PLAINE SAONE,84,Bresse,194.0,M
S06043928,872029.0,6596212.0,Rhône-Méditerranée,01,15,PLAINE SAONE,84,Bresse,190.0,M
S03221320,535661.73,6891736.16,Seine-Normandie,27,9,TABLES CALCAIRES,57,TC - Hte Normandie Picardie,79.0,M
S04110750,508734.32,6828106.11,Loire-Bretagne,61,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,M
S04082550,490125.3,6584030.0,Loire-Bretagne,86,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,M
S03118962,688128.0,6864981.0,Seine-Normandie,77,9,TABLES CALCAIRES,36,BP-Ile de France,48.0,TP
S04306002,327339.0,6819084.0,Loire-Bretagne,22,12,ARMORICAIN,118,MA-cotes du nord,0.0,TP
S03258235,381880.17,6946047.79,Seine-Normandie,50,9,TABLES CALCAIRES,37,Cotentin est,0.0,TP
S04059050,668706.5,6580113.0,Loire-Bretagne,03,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,TP
S06205960,1000699.0,6265743.0,Rhône-Méditerranée,83,6,MEDITERRANEEN,108,Maures Esterel,6.0,TP
S06710020,1021057.0,6324428.0,Rhône-Méditerranée,06,7,PREALPES DU SUD,106,Prealpes Digne Haute vallee du var,320.0,M
S05015980,480631.0,6512620.0,Adour-Garonne,16,9,TABLES CALCAIRES,97,TC - Charentes Poitou,36.0,TP
S05020990,499234.0,6517770.0,Adour-Garonne,16,9,TABLES CALCAIRES,97,TC - Charentes Poitou,98.0,TP
S06176140,635880.0,6217858.0,Rhône-Méditerranée,11,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,167.0,TP
S05108100,490209.0,6312810.0,Adour-Garonne,32,14,COTEAUX AQUITAINS,78,Coteaux molassiques Centre Aquitaine,88.0,P
S05119750,561415.0,6333760.0,Adour-Garonne,82,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,75.0,M
S05129074,582393.0,6316840.0,Adour-Garonne,82,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,138.0,TP
S05228280,447200.0,6322580.0,Adour-Garonne,40,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,86.0,TP
S03085805,874474.0,6770519.0,Seine-Normandie,52,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,326.0,TP
S03051240,693959.0,6828312.0,Seine-Normandie,77,9,TABLES CALCAIRES,36,BP-Ile de France,94.0,TP
S04024070,743858.61,6605049.63,Loire-Bretagne,03,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,M
S04210050,375901.8,6767562.0,Loire-Bretagne,35,12,ARMORICAIN,117,MA-est interieur,0.0,P
S06177906,617712.0,6248653.0,Rhône-Méditerranée,11,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,153.0,TP
S04467002,554661.2,6690713.0,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S04475005,544219.1,6682328.0,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S05079000,457375.0,6396630.0,Adour-Garonne,33,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,16.0,P
S06054255,837563.0,6537290.0,Rhône-Méditerranée,69,15,PLAINE SAONE,84,Bresse,170.0,TP
S06054265,837664.0,6537417.0,Rhône-Méditerranée,69,15,PLAINE SAONE,84,Bresse,170.0,TP
S05233100,448025.0,6288550.0,Adour-Garonne,32,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,102.0,TP
S03085855,862519.0,6774741.0,Seine-Normandie,52,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,276.0,M
S05197220,361364.0,6306960.0,Adour-Garonne,40,13,LANDES,21,Landes,25.0,TP
S02019200,1019653.0,6785445.0,Rhin-Meuse,68,4,VOSGES,63,Vosges granitiques,226.0,M
S05012550,442672.0,6530080.0,Adour-Garonne,17,9,TABLES CALCAIRES,97,TC - Charentes Poitou,25.0,TP
S02001895,1023024.0,6730009.0,Rhin-Meuse,68,18,ALSACE,73,Collines du Sundgau,355.0,TP
S05013700,457728.0,6509750.0,Adour-Garonne,16,9,TABLES CALCAIRES,97,TC - Charentes Poitou,22.0,TP
S05083582,484274.0,6373600.0,Adour-Garonne,47,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,30.0,TP
S05048015,528849.0,6407910.0,Adour-Garonne,24,11,CAUSSES AQUITAINS,64,Collines Calcaires de Dordogne (cahors),87.0,TP
S06800017,869511.0,6541052.0,Rhône-Méditerranée,01,15,PLAINE SAONE,7,Dombes,247.0,TP
S06076420,906897.0,6538264.0,Rhône-Méditerranée,01,5,JURA-PREALPES DU NORD,5,Jura sud,462.0,M
S06209950,1028295.0,6289185.0,Rhône-Méditerranée,06,6,MEDITERRANEEN,112,Collines calcaires de basse provence,62.0,TP
S06209990,1032458.0,6287714.0,Rhône-Méditerranée,06,6,MEDITERRANEEN,112,Collines calcaires de basse provence,7.0,TP
S03036153,750576.0,6756913.0,Seine-Normandie,89,9,TABLES CALCAIRES,40,Champagne humide,105.0,TP
S04427000,717965.8,6517050.0,Loire-Bretagne,63,3,MASSIF CENTRAL SUD,43,MC-Depressions internes,0.0,TP
S03134790,684762.0,6910617.0,Seine-Normandie,60,9,TABLES CALCAIRES,36,BP-Ile de France,0.0,TP
S04010000,793650.9,6513116.0,Loire-Bretagne,42,17,DEPRESSIONS SEDIMENTAIRES,45,Plaine du Forez,0.0,G
S04108060,549128.6,6743690.0,Loire-Bretagne,41,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TP
S05095995,664918.0,6393530.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,231.0,G
S04013000,780991.6,6544538.0,Loire-Bretagne,42,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,G
S02057650,930598.0,6832233.0,Rhin-Meuse,54,10,COTES CALCAIRES EST,25,Plateau lorrain,223.0,G
S05234013,471854.0,6238110.0,Adour-Garonne,65,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,276.0,TP
S05234028,474857.0,6236170.0,Adour-Garonne,65,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,259.0,TP
S06830217,964956.0,6589727.0,Rhône-Méditerranée,74,5,JURA-PREALPES DU NORD,76,Piedmont Alpes Jura,409.0,P
S05080890,461448.0,6388210.0,Adour-Garonne,33,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,15.0,TG
S02028100,1034930.0,6822859.0,Rhin-Meuse,67,18,ALSACE,62,Alsace- plaine,157.0,P
S06477360,930860.0,6634856.0,Rhône-Méditerranée,39,5,JURA-PREALPES DU NORD,3,Jura nord,726.0,P
S02026200,1039651.0,6812047.0,Rhin-Meuse,67,18,ALSACE,62,Alsace- plaine,162.0,P
S02123300,831105.0,7000436.0,Rhin-Meuse,08,22,ARDENNES,34,Ardennes,139.0,M
S05033190,487100.0,6486000.0,Adour-Garonne,16,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,79.0,TP
